,genome,contig,query_id,gene,start,end,orientation
2,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_60,thrB2,62472.0,63536.0,-1.0
3,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_69,vnfH,70245.0,71072.0,-1.0
4,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_67,nifI1,69520.0,69891.0,-1.0
5,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_64,vnfK,66178.0,67566.0,-1.0
6,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_57,phnPP,60501.0,61382.0,-1.0
7,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_65,anfG,67581.0,67931.0,-1.0
8,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_66,vnfD,67943.0,69505.0,-1.0
9,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_58,dksA,61372.0,61734.0,-1.0
10,GB_GCA_001443525.1,LKPX01000006.1,LKPX01000006.1_68,nifI1,69901.0,70218.0,-1.0
0,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_22,nifH,19410.0,20285.0,-1.0
1,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_24,NFS1,21489.0,22682.0,-1.0
2,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_20,nifK,16123.0,17694.0,-1.0
3,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_17,nifE,12572.0,15376.0,-1.0
4,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_16,nifX,12118.0,12555.0,-1.0
5,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_12,moeB,10005.0,10805.0,-1.0
6,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_21,nifD,17807.0,19252.0,-1.0
7,GB_GCA_028285315.1,JANQPU010000018.1,JANQPU010000018.1_26,nifB,23192.0,24667.0,-1.0
0,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_3,phpE,1304.0,2566.0,-1.0
1,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_11,vnfH,9367.0,10248.0,1.0
2,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_21,mshE,17380.0,18273.0,-1.0
3,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_13,nifK,11917.0,13488.0,1.0
4,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_16,nifX,14082.0,14792.0,1.0
5,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_8,tfrB,6363.0,7601.0,-1.0
6,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_12,nifD,10350.0,11831.0,1.0
7,GB_GCA_023229605.1,JALNYY010000085.1,JALNYY010000085.1_5,rhaS,3667.0,4473.0,1.0
0,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_351,HMBS,389239.0,390177.0,1.0
1,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_334,vnfH,375895.0,376776.0,1.0
2,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_336,nifK,378494.0,380071.0,1.0
3,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_342,nifN,383877.0,385235.0,1.0
4,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_343,nifX,385262.0,385735.0,1.0
5,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_338,nifX,380453.0,381178.0,1.0
6,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_335,nifD,376898.0,378379.0,1.0
7,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_341,nifE,382448.0,383866.0,1.0
8,RS_GCF_007830255.1,NZ_VLKG01000001.1,NZ_VLKG01000001.1_349,K09138,388026.0,388775.0,1.0
0,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_10,cfbC,7996.0,8883.0,-1.0
1,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_8,nifK,4902.0,6431.0,-1.0
2,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_6,nifN,1997.0,3328.0,-1.0
3,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_11,draT,9171.0,9983.0,1.0
4,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_9,nifD,6516.0,7973.0,-1.0
5,GB_GCA_021818185.1,JAKAFA010000132.1,JAKAFA010000132.1_7,nifE,3332.0,4708.0,-1.0
0,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_691,E1.1.1.434,744960.0,745553.0,-1.0
1,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_696,E3.1.1.11,750085.0,751059.0,1.0
2,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_697,E3.2.1.15,751273.0,752625.0,-1.0
3,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_681,nifB,731882.0,733438.0,-1.0
4,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_694,H6R,748483.0,749370.0,-1.0
5,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_678,vnfH,728085.0,728969.0,-1.0
6,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_689,nifK,741240.0,742865.0,-1.0
7,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_687,nifN,738166.0,739548.0,-1.0
8,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_690,nifD,742870.0,744372.0,-1.0
9,RS_GCF_015291745.1,NZ_CP030060.1,NZ_CP030060.1_688,nifE,739560.0,741122.0,-1.0
0,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_9,gltD,9034.0,10401.0,1.0
1,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_21,pmmS,21091.0,21945.0,1.0
2,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_23,PR,23303.0,24328.0,1.0
3,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_20,frbC,20049.0,21116.0,1.0
4,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_12,nifI2,11993.0,12403.0,1.0
5,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_10,vnfH,10815.0,11633.0,1.0
6,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_14,nifK,14034.0,15422.0,1.0
7,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_16,nifN,16823.0,18205.0,1.0
8,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_6,yhaA,5597.0,6796.0,-1.0
9,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_5,abgT,3915.0,5486.0,-1.0
10,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_22,sadC,21942.0,23129.0,-1.0
11,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_13,nifD,12421.0,14034.0,1.0
12,GB_GCA_018434355.1,JAHDPL010000023.1,JAHDPL010000023.1_15,nifE,15472.0,16836.0,1.0
0,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_17,HAL,14004.0,15536.0,-1.0
1,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_8,vnfH,5365.0,6237.0,-1.0
2,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_6,nifK,2100.0,3671.0,-1.0
3,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_3,nifX,880.0,1572.0,-1.0
4,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_15,lolA,13002.0,13583.0,-1.0
5,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_16,E3.1.2.23,13580.0,13999.0,-1.0
6,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_11,K09978,8280.0,8618.0,-1.0
7,RS_GCF_024505045.1,NZ_JANIBM010000012.1,NZ_JANIBM010000012.1_7,nifD,3787.0,5268.0,-1.0
0,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4820,pmmS,5205853.0,5206968.0,-1.0
1,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4836,rpsT,5222055.0,5222327.0,1.0
2,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4818,fctD,5203788.0,5204678.0,-1.0
3,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4817,fchA,5203145.0,5203771.0,-1.0
4,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4828,bchX,5214194.0,5215021.0,-1.0
5,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4826,nifK,5211280.0,5212698.0,-1.0
6,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4824,nifN,5208595.0,5209902.0,-1.0
7,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4833,mviN,5218692.0,5220260.0,-1.0
8,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4832,ltaS,5216746.0,5218644.0,-1.0
9,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4827,nifD,5212722.0,5214158.0,-1.0
10,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4825,nifN,5209895.0,5211262.0,-1.0
11,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4821,nifB,5206994.0,5207839.0,-1.0
12,RS_GCF_000235605.1,NC_016584.1,NC_016584.1_4834,spoIIP,5220355.0,5221437.0,-1.0
0,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_124,tnaA,134493.0,135881.0,-1.0
1,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_120,nifH,127975.0,128799.0,-1.0
2,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_126,DJ1D,137411.0,137998.0,-1.0
3,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_121,nifA,129284.0,130876.0,-1.0
4,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_110,sat3,117727.0,118218.0,-1.0
5,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_106,smeR,114445.0,115155.0,1.0
6,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_118,nifI2,127158.0,127538.0,-1.0
7,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_116,nifD,123933.0,125312.0,-1.0
8,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_114,nifN,121097.0,122488.0,-1.0
9,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_122,mcp,131300.0,133414.0,1.0
10,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_117,nifD,125414.0,127093.0,-1.0
11,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_115,nifE,122485.0,123864.0,-1.0
12,GB_GCA_030066015.1,JASJCL010000004.1,JASJCL010000004.1_113,nifB,119792.0,121066.0,-1.0
0,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2773,E1.11.1.5,3091629.0,3092666.0,1.0
1,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2790,PHR1,3112691.0,3114076.0,-1.0
2,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2785,ybhF,3107937.0,3108905.0,1.0
3,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2784,ybhF,3107008.0,3107940.0,1.0
4,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2781,vnfH,3104013.0,3104882.0,-1.0
5,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2779,nifK,3100758.0,3102227.0,-1.0
6,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2775,hydH,3093609.0,3095858.0,1.0
7,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2776,cckA,3095961.0,3098609.0,-1.0
8,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2783,ybhG,3105993.0,3106982.0,1.0
9,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2786,ybhS,3108902.0,3110035.0,1.0
10,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2787,ybhS,3110038.0,3111168.0,1.0
11,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2780,nifD,3102395.0,3103834.0,-1.0
12,RS_GCF_000007985.2,NC_002939.5,NC_002939.5_2777,cysL,3098712.0,3099602.0,-1.0
0,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_22,vnfH,22560.0,23441.0,1.0
1,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_24,nifK,25130.0,26701.0,1.0
2,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_30,nifN,30492.0,31436.0,1.0
3,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_18,nifX,19433.0,20164.0,1.0
4,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_26,nifX,27067.0,27837.0,1.0
5,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_14,rnfD,16662.0,17762.0,1.0
6,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_16,rnfE,18439.0,19131.0,1.0
7,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_23,nifD,23551.0,25032.0,1.0
8,GB_GCA_937876625.1,CALEGN010000194.1,CALEGN010000194.1_29,nifE,29068.0,30480.0,1.0
0,GB_GCA_016793685.1,JAEULX010000019.1,JAEULX010000019.1_1,cfbC,53.0,958.0,1.0
1,GB_GCA_016793685.1,JAEULX010000019.1,JAEULX010000019.1_3,nifK,2719.0,4257.0,1.0
2,GB_GCA_016793685.1,JAEULX010000019.1,JAEULX010000019.1_5,nifN,5903.0,7306.0,1.0
3,GB_GCA_016793685.1,JAEULX010000019.1,JAEULX010000019.1_2,nifD,1032.0,2540.0,1.0
4,GB_GCA_016793685.1,JAEULX010000019.1,JAEULX010000019.1_4,nifE,4318.0,5892.0,1.0
0,GB_GCA_020061285.1,JAGUYQ010000017.1,JAGUYQ010000017.1_4,nifH,3477.0,4352.0,-1.0
1,GB_GCA_020061285.1,JAGUYQ010000017.1,JAGUYQ010000017.1_1,cbdC,3.0,293.0,-1.0
2,GB_GCA_020061285.1,JAGUYQ010000017.1,JAGUYQ010000017.1_2,nifK,361.0,1884.0,-1.0
3,GB_GCA_020061285.1,JAGUYQ010000017.1,JAGUYQ010000017.1_3,nifD,1988.0,3421.0,-1.0
0,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_20,nifV,18824.0,20035.0,1.0
1,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_23,etfB,21292.0,22146.0,1.0
2,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_8,cfbC,7985.0,8851.0,1.0
3,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_21,apmA,20047.0,20820.0,1.0
4,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_10,nifK,10465.0,12027.0,1.0
5,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_12,nifN,14143.0,15522.0,1.0
6,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_11,nifE,12240.0,14135.0,1.0
7,GB_GCA_027346205.1,DAIESR010000537.1,DAIESR010000537.1_9,nifD,8921.0,10381.0,1.0
0,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_26,mhpE,25571.0,26722.0,-1.0
1,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_35,cfbC,35295.0,36116.0,-1.0
2,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_36,sat3,36388.0,36849.0,-1.0
3,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_31,nifD,31343.0,32719.0,-1.0
4,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_29,nifD,28541.0,29935.0,-1.0
5,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_37,draT,37025.0,37918.0,1.0
6,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_32,nifD,32789.0,34453.0,-1.0
7,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_30,nifN,29942.0,31318.0,-1.0
8,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_21,abfT,19739.0,21628.0,1.0
9,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_38,draG,37939.0,38865.0,1.0
10,GB_GCA_030145245.1,JAQYWC010000071.1,JAQYWC010000071.1_28,nifB,27211.0,28485.0,-1.0
0,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1249,E4.6.1.1,1502128.0,1504302.0,1.0
1,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1246,vnfH,1497890.0,1498780.0,-1.0
2,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1251,US27,1506026.0,1506307.0,1.0
3,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1248,nifA,1500214.0,1501866.0,1.0
4,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1244,nifE,1494628.0,1496202.0,-1.0
5,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1238,nifN,1488591.0,1490000.0,-1.0
6,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1242,nifX,1493539.0,1494222.0,-1.0
7,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1237,nifX,1488146.0,1488628.0,-1.0
8,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1247,draT,1498982.0,1499845.0,1.0
9,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1255,biuH,1508433.0,1508996.0,1.0
10,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1245,nifD,1496361.0,1497800.0,-1.0
11,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1239,nifE,1489993.0,1491378.0,-1.0
12,RS_GCF_000014865.1,NC_008576.1,NC_008576.1_1250,nifB,1504620.0,1506014.0,1.0
0,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_770,cfbC,794959.0,795852.0,-1.0
1,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_773,E2.3.1.207,801636.0,802757.0,-1.0
2,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_771,xopD,796931.0,800782.0,-1.0
3,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_768,nifK,791682.0,793223.0,-1.0
4,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_766,nifN,788737.0,790119.0,-1.0
5,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_763,phoB,786967.0,787752.0,-1.0
6,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_769,nifD,793358.0,794860.0,-1.0
7,RS_GCF_024746815.1,NZ_CP080528.1,NZ_CP080528.1_767,nifE,790128.0,791618.0,-1.0
0,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_25,pmmS,20698.0,21870.0,1.0
1,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_42,CTH,40373.0,41521.0,1.0
2,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_40,CNX2,38758.0,39762.0,1.0
3,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_26,nifA,21813.0,23510.0,1.0
4,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_39,fom3,37069.0,38700.0,1.0
5,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_28,vnfH,26359.0,27183.0,1.0
6,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_23,cobB-cbiA,18444.0,19826.0,-1.0
7,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_30,nifI2,27555.0,27932.0,1.0
8,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_32,nifK,29636.0,31015.0,1.0
9,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_34,nifN,32483.0,33865.0,1.0
10,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_27,K20974,23749.0,25758.0,1.0
11,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_31,nifD,27970.0,29610.0,1.0
12,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_33,nifE,31119.0,32486.0,1.0
13,GB_GCA_016868665.1,VGGK01000015.1,VGGK01000015.1_35,nifB,33879.0,35153.0,1.0
0,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_15,nadE,12902.0,14533.0,1.0
1,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_12,wtpC,10734.0,11873.0,1.0
2,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_2,MEP,817.0,2199.0,1.0
3,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_3,vnfH,2347.0,3189.0,1.0
4,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_13,pmmS,11959.0,12807.0,1.0
5,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_17,gmaS,15774.0,17144.0,1.0
6,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_5,nifI2,3523.0,3888.0,1.0
7,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_7,nifK,5364.0,6842.0,1.0
8,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_11,potB,9949.0,10737.0,1.0
9,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_6,nifD,3932.0,5356.0,1.0
10,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_8,nifE,6849.0,8210.0,1.0
11,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_1,glnK,362.0,697.0,1.0
12,GB_GCA_019084485.1,JAHRFU010000088.1,JAHRFU010000088.1_9,nifB,8203.0,9036.0,1.0
0,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_15,nifH,9247.0,10128.0,1.0
1,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_8,NFS1,4900.0,6030.0,-1.0
2,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_13,nifB,7292.0,8830.0,-1.0
3,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_10,BGLF4,6395.0,6655.0,-1.0
4,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_17,nifK,11772.0,13313.0,1.0
5,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_19,nifN,14817.0,16190.0,1.0
6,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_16,nifD,10222.0,11679.0,1.0
7,GB_GCA_011620135.1,WOZS01000025.1,WOZS01000025.1_18,nifE,13413.0,14813.0,1.0
0,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2494,pmmS,2841234.0,2842370.0,1.0
1,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2479,pgm,2828294.0,2829943.0,-1.0
2,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2484,cfbC,2832570.0,2833448.0,1.0
3,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2476,NFS1,2825329.0,2826489.0,1.0
4,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2478,ADPRHL2,2827291.0,2828181.0,1.0
5,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2486,nifK,2834935.0,2836464.0,1.0
6,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2488,nifN,2837847.0,2839205.0,1.0
7,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2477,draT,2826491.0,2827291.0,1.0
8,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2485,nifD,2833476.0,2834933.0,1.0
9,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2487,nifE,2836467.0,2837846.0,1.0
10,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2496,nifJ,2842726.0,2846259.0,1.0
11,RS_GCF_011761565.1,NZ_JAASRM010000001.1,NZ_JAASRM010000001.1_2483,nifB,2830751.0,2832241.0,-1.0
0,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_149,nifA,159214.0,160773.0,1.0
1,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_141,vnfH,152150.0,153019.0,-1.0
2,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_131,qseC,143567.0,144247.0,1.0
3,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_139,nifK,149037.0,150545.0,-1.0
4,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_136,nifK,146129.0,147439.0,-1.0
5,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_130,phcS,142102.0,143574.0,1.0
6,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_135,nifX,145738.0,146118.0,-1.0
7,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_146,draT,157294.0,158118.0,1.0
8,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_143,mcp,154242.0,155918.0,1.0
9,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_140,nifD,150577.0,152019.0,-1.0
10,RS_GCF_021209385.1,NZ_JAJOIL010000001.1,NZ_JAJOIL010000001.1_137,nifE,147432.0,148802.0,-1.0
0,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_14,cfbC,12136.0,13017.0,-1.0
1,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_10,US3,7087.0,7593.0,1.0
2,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_11,K07234,7611.0,8801.0,-1.0
3,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_12,nifK,8901.0,10439.0,-1.0
4,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_7,nifN,3042.0,4433.0,-1.0
5,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_13,nifD,10552.0,12063.0,-1.0
6,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_8,nifE,4435.0,6021.0,-1.0
7,GB_GCA_025800345.1,JAOXSB010000238.1,JAOXSB010000238.1_16,slyA,14699.0,15145.0,-1.0
0,GB_GCA_018820925.1,JAHJNJ010000024.1,JAHJNJ010000024.1_61,vnfH,56251.0,57129.0,-1.0
1,GB_GCA_018820925.1,JAHJNJ010000024.1,JAHJNJ010000024.1_54,aac3-I,50454.0,50918.0,-1.0
